RegionName,Year,HomeownershipRate,RentalRate,HomeValue_MillionUSD,HomeownerAffordability,RenterAffordability,Income_Tier,Less_than_High_School_Rate,Bachelors_or_Higher_Rate,ElderlyRate,SalesTotal_Million,CPI,MortgageRate,National_Unemployment,NonSingleHouseholdRate,Nominal_GDP_TrillionUSD
"Jacksonville, FL",2017,0.6364490002124359,0.3635509997875641,0.20369085118994826,0.2290347645939786,0.2200926240822148,Upper-Middle Income,8.7,30.7,0.1529774482052917,,245.121,3.989807692307693,4.358333333333333,0.6731093652094279,19.6121
"Jacksonville, NC",2017,0.5466706916000699,0.4533293083999301,0.15040822584978594,0.2026330257804937,0.1953551427472518,Lower-Middle Income,1.1,22.3,0.0927676605137885,,245.121,3.989807692307693,4.358333333333333,0.7023561748303967,19.6121
"Johnson City, TN",2017,0.664413309563407,0.3355866904365929,0.14619684364492752,0.2183151257388377,0.2312644714213055,Low Income,10.1,26.7,0.1884332209454345,,245.121,3.989807692307693,4.358333333333333,0.6230392802019646,19.6121
"Jonesboro, AR",2017,0.5873509894885196,0.4126490105114804,0.12744459919261328,0.1865948785159222,0.2437612756354844,Low Income,14.2,24.0,0.1474072324768224,,245.121,3.989807692307693,4.358333333333333,0.6597177364104371,19.6121
"Kingston, NY",2017,0.7006335183516899,0.2993664816483101,0.20995230800221887,0.2750208294715422,0.2405538024448495,Upper-Middle Income,11.3,32.7,0.1900321597173066,,245.121,3.989807692307693,4.358333333333333,0.6401150794803987,19.6121
"Knoxville, TN",2017,0.6768178796416474,0.3231821203583526,0.16885598067603583,0.198684219093822,0.2272919525936365,Upper-Middle Income,10.1,28.8,0.1793047749449237,,245.121,3.989807692307693,4.358333333333333,0.6556971788223174,19.6121
"Kokomo, IN",2017,0.7147154162894607,0.2852845837105394,0.09833394610711575,0.1291820727378229,0.1347871952408159,Low Income,3.2,20.4,0.1895996988939208,,245.121,3.989807692307693,4.358333333333333,0.6324796308734632,19.6121
"Lafayette, LA",2017,0.6874497408863474,0.3125502591136526,0.17633069686636116,0.2362154178239379,0.2334467627506011,Lower-Middle Income,4.9,22.5,0.1356096330443203,,245.121,3.989807692307693,4.358333333333333,0.6494650196568977,19.6121
"Lake Charles, LA",2017,0.7029261929958408,0.2970738070041592,0.2002006696252711,0.2566797064985749,0.2355764104681811,Lower-Middle Income,11.0,24.1,0.1434665958798266,,245.121,3.989807692307693,4.358333333333333,0.6337828858317132,19.6121
"Lancaster, PA",2017,0.6692518021377082,0.3307481978622918,0.21588365516854224,0.2422412399735516,0.1682758570413203,High Income,11.5,28.0,0.1744878919438647,,245.121,3.989807692307693,4.358333333333333,0.7048719860800398,19.6121
"Laredo, TX",2017,0.6084678236207711,0.3915321763792288,0.15467085191508398,0.247705850717044,0.2718920039835669,Low Income,5.0,17.1,0.0927312823424092,,245.121,3.989807692307693,4.358333333333333,0.8003781484232562,19.6121
"Las Cruces, NM",2017,0.6433901989634284,0.3566098010365716,0.1660361283648531,0.2743159374648768,0.2710104160255682,Low Income,8.4,24.9,0.1536977163823934,,245.121,3.989807692307693,4.358333333333333,0.6597473522355218,19.6121
"Lawrence, KS",2017,0.5120164557227714,0.4879835442772285,0.1882264983598909,0.2416116117308094,0.2197938770934363,Lower-Middle Income,17.3,47.3,0.1179786908181765,,245.121,3.989807692307693,4.358333333333333,0.5479503809583779,19.6121
"Lawton, OK",2017,0.5486100545545437,0.4513899454454563,0.09684973873453603,0.1466142496065222,0.1615204526969797,Low Income,7.6,23.7,0.132250362077739,,245.121,3.989807692307693,4.358333333333333,0.6413745136821056,19.6121
"Lincoln, NE",2017,0.6218393203620819,0.3781606796379181,0.1812776026564906,0.229893292115844,0.1809096557076542,High Income,14.2,38.1,0.1351630919925691,,245.121,3.989807692307693,4.358333333333333,0.6123157317007182,19.6121
"Longview, TX",2017,0.6788639800144632,0.3211360199855367,0.13671117684688164,0.2026498512814962,0.1923347484191295,Lower-Middle Income,3.8,18.2,0.1622394599988044,,245.121,3.989807692307693,4.358333333333333,0.6665702452172769,19.6121
"Lubbock, TX",2017,0.5337060744161203,0.4662939255838796,0.1497595138648258,0.2367097583648296,0.2564865086408403,Lower-Middle Income,10.4,29.5,0.1213983164104386,,245.121,3.989807692307693,4.358333333333333,0.6229485600075811,19.6121
"Madison, WI",2017,0.6135175175468833,0.3864824824531166,0.2547353618847689,0.2618421468175563,0.1980569774731503,High Income,23.6,45.9,0.1416734176054292,,245.121,3.989807692307693,4.358333333333333,0.592508929291744,19.6121
"Manhattan, KS",2017,0.530502409197216,0.4694975908027839,0.17522276587675012,0.256742425845876,0.2397973556352916,Lower-Middle Income,8.7,44.4,0.1045371125611745,,245.121,3.989807692307693,4.358333333333333,0.5757840457606582,19.6121
"Medford, OR",2017,0.6348201246362917,0.3651798753637083,0.29725887814201424,0.3530414882597961,0.2861211319894692,Upper-Middle Income,3.2,28.4,0.2152713595335641,,245.121,3.989807692307693,4.358333333333333,0.6197701251936991,19.6121
"Merced, CA",2017,0.4877175215205819,0.5122824784794181,0.24453355684909112,0.284741952775818,0.2639046714946316,Low Income,6.9,13.4,0.109633150330249,,245.121,3.989807692307693,4.358333333333333,0.742172930380763,19.6121
"Midland, TX",2017,0.6689177637202941,0.3310822362797059,0.22449016595671206,0.2179643031325712,0.2240353070748657,High Income,4.5,27.6,0.1051384377781576,,245.121,3.989807692307693,4.358333333333333,0.7168062916737904,19.6121
"Missoula, MT",2017,0.5789452116543048,0.4210547883456952,0.29206022965719247,0.3559921741379246,0.1845310055393969,High Income,13.7,46.0,0.15176130993435,,245.121,3.989807692307693,4.358333333333333,0.5584149489816825,19.6121
"Mobile, AL",2017,0.6426110173710103,0.3573889826289896,0.11654340939254029,0.1767998736768781,0.216479934603842,Low Income,6.0,23.0,0.1581041417545385,,245.121,3.989807692307693,4.358333333333333,0.6411434999321193,19.6121
"Modesto, CA",2017,0.5720878247192823,0.4279121752807176,0.2896102953827051,0.298818485655814,0.2591945617262825,Lower-Middle Income,6.7,17.5,0.1292628750919421,,245.121,3.989807692307693,4.358333333333333,0.7503989675813635,19.6121
"Montgomery, AL",2017,0.6358129050436743,0.3641870949563257,0.13137228919186533,0.1654923231051568,0.2120674201815774,Lower-Middle Income,5.1,29.4,0.1485280390704192,,245.121,3.989807692307693,4.358333333333333,0.6564454775993237,19.6121
"Morgantown, WV",2017,0.6162451266579159,0.3837548733420841,0.17584650674000885,0.2110085165447037,0.2596513309635232,Lower-Middle Income,13.3,34.0,0.1381309071509419,,245.121,3.989807692307693,4.358333333333333,0.5381736966871069,19.6121
"Muncie, IN",2017,0.6138919893534815,0.3861080106465184,0.0836678624784975,0.1417499705815362,0.1628795485175783,Low Income,6.4,24.7,0.1677837199611057,,245.121,3.989807692307693,4.358333333333333,0.5851721473340774,19.6121
"Napa, CA",2017,0.6609053669954857,0.3390946330045143,0.6523646438397751,0.4651238573594604,0.3213885559500166,High Income,9.5,36.2,0.1848580933937704,,245.121,3.989807692307693,4.358333333333333,0.6882001337568968,19.6121
"Ocala, FL",2017,0.7687099985777273,0.2312900014222728,0.1470240842763918,0.2248679974609843,0.2576622894459425,Low Income,2.9,21.9,0.2856755833871873,,245.121,3.989807692307693,4.358333333333333,0.6454487270658512,19.6121
"Odessa, TX",2017,0.6467657818946058,0.3532342181053942,0.1637133703512541,0.1990921093038622,0.2573381978046941,Upper-Middle Income,2.8,13.9,0.0960614181950129,,245.121,3.989807692307693,4.358333333333333,0.6902195064995719,19.6121
"Oklahoma City, OK",2017,0.6350651941741876,0.3649348058258124,0.14721024030058386,0.1940178368371476,0.2024032512010709,Upper-Middle Income,9.1,31.0,0.1346289070827765,,245.121,3.989807692307693,4.358333333333333,0.6417665215299212,19.6121
"Panama City, FL",2017,0.6254418348912104,0.3745581651087896,0.1917256655856652,0.261170884076005,0.2426325536040938,Lower-Middle Income,7.2,23.4,0.171799284004826,,245.121,3.989807692307693,4.358333333333333,0.6423035634802189,19.6121
"Peoria, IL",2017,0.7201205154478275,0.2798794845521725,0.10795878125192558,0.1559306013158466,0.1444478824733323,Upper-Middle Income,7.6,30.0,0.1760023766382879,,245.121,3.989807692307693,4.358333333333333,0.6404486757550877,19.6121
"Pittsburgh, PA",2017,0.6990373174906049,0.300962682509395,0.14391664447377917,0.1763478797744861,0.2148722911682838,High Income,16.7,35.1,0.1949590441623628,,245.121,3.989807692307693,4.358333333333333,0.6054747300857345,19.6121
"Port St. Lucie, FL",2017,0.7339511382753953,0.2660488617246047,0.2148241271615424,0.2822404368297201,0.299535488420517,High Income,6.7,25.4,0.2591539597278578,,245.121,3.989807692307693,4.358333333333333,0.6550224029817774,19.6121
"Pueblo, CO",2017,0.6288979692156441,0.3711020307843559,0.1591636053900359,0.2216179780980576,0.2221295696983617,Low Income,9.1,22.2,0.1797747409520949,,245.121,3.989807692307693,4.358333333333333,0.6423853267381486,19.6121
"Punta Gorda, FL",2017,0.8057878405385506,0.1942121594614494,0.19588405660304978,0.2699504581776642,0.3460756938750372,Lower-Middle Income,5.3,23.6,0.3939065993528646,,245.121,3.989807692307693,4.358333333333333,0.614113284947933,19.6121
"Rapid City, SD",2017,0.6801155214797752,0.3198844785202248,0.20456650957329411,0.2509684303481734,0.2014613080405197,High Income,10.1,28.6,0.172788893647977,,245.121,3.989807692307693,4.358333333333333,0.6572175138814873,19.6121
"Reading, PA",2017,0.7225917475540431,0.2774082524459569,0.16694356064505098,0.2159387405718426,0.1585135988041187,Upper-Middle Income,10.0,23.8,0.169523326329292,,245.121,3.989807692307693,4.358333333333333,0.6778104335047759,19.6121
"Redding, CA",2017,0.6452728990662516,0.3547271009337483,0.24731637422619282,0.2984416776227913,0.2248602075587453,Lower-Middle Income,7.1,23.0,0.2034003812784499,,245.121,3.989807692307693,4.358333333333333,0.6611688528234771,19.6121
"Reno, NV",2017,0.5836168141496122,0.4163831858503877,0.33169849181303684,0.3105840590479281,0.2353686407017546,High Income,8.6,31.0,0.1605174459596567,,245.121,3.989807692307693,4.358333333333333,0.6060345864826138,19.6121
"Rochester, MN",2017,0.7474940112100844,0.2525059887899156,0.21050134396990008,0.2019070374442667,0.2028778983371654,High Income,22.2,39.2,0.1605644126809602,,245.121,3.989807692307693,4.358333333333333,0.6800823313254413,19.6121
"Rochester, NY",2017,0.6661605906783572,0.3338394093216428,0.1415905861506752,0.1840849611320295,0.1997389975884716,Upper-Middle Income,13.7,34.1,0.1722253763632383,,245.121,3.989807692307693,4.358333333333333,0.621481310567605,19.6121
"Rockford, IL",2017,0.6903131817118184,0.3096868182881815,0.10750957311722992,0.1735295494027481,0.1719674914046637,Lower-Middle Income,6.1,21.8,0.1688428010204232,,245.121,3.989807692307693,4.358333333333333,0.6663244740675881,19.6121
"St. Cloud, MN",2017,0.7010950721752115,0.2989049278247884,0.1871878393402233,0.2070867418174844,0.1714675970045286,Upper-Middle Income,9.9,29.0,0.1437305002553613,,245.121,3.989807692307693,4.358333333333333,0.6414293573655393,19.6121
"St. George, UT",2017,0.6889328274461605,0.3110671725538396,0.2834362182445143,0.2903161866020058,0.264062279200881,Lower-Middle Income,3.2,26.9,0.2102051164419118,,245.121,3.989807692307693,4.358333333333333,0.7126418354441654,19.6121
"Salem, OR",2017,0.6151002221026639,0.3848997778973361,0.26569681581698884,0.3055057987809867,0.2271293188182559,Lower-Middle Income,6.6,24.5,0.1569854723258867,,245.121,3.989807692307693,4.358333333333333,0.6654664845700727,19.6121
"Salinas, CA",2017,0.5127232747494384,0.4872767252505616,0.5251159158650424,0.4446142332994857,0.3125706085205273,High Income,6.6,24.8,0.1320417348889147,,245.121,3.989807692307693,4.358333333333333,0.7347551745566373,19.6121
"Salt Lake City, UT",2017,0.6803302853082503,0.3196697146917496,0.31375600350875904,0.2581311272766347,0.1853170893637977,High Income,8.3,35.5,0.104497113718254,,245.121,3.989807692307693,4.358333333333333,0.7052301893067989,19.6121
"San Angelo, TX",2017,0.6465652612088968,0.3534347387911032,0.14347896136170102,0.2194344236293724,0.2231791092864394,Upper-Middle Income,6.4,23.2,0.1517721699338736,,245.121,3.989807692307693,4.358333333333333,0.6315419410785853,19.6121
"Santa Fe, NM",2017,0.7099041113884146,0.2900958886115855,0.3276617879280208,0.3315534562311095,0.2425321663732568,High Income,5.2,40.3,0.2297142857142857,,245.121,3.989807692307693,4.358333333333333,0.5785005910941811,19.6121
"Savannah, GA",2017,0.5980519708850522,0.4019480291149477,0.185301874302782,0.2269432595951102,0.2244851288161495,Lower-Middle Income,10.8,30.4,0.1398090018397958,,245.121,3.989807692307693,4.358333333333333,0.6536798059003481,19.6121
"Sioux Falls, SD",2017,0.6758333820406414,0.3241666179593586,0.20184403585141902,0.2269628705246788,0.1622760669486777,High Income,15.6,32.2,0.1314615829000577,,245.121,3.989807692307693,4.358333333333333,0.6365363259103396,19.6121
"Spartanburg, SC",2017,0.6897229131350897,0.3102770868649102,0.14513065508421133,0.182981303275001,0.2231599419030195,Lower-Middle Income,8.1,24.1,0.1611347195349157,,245.121,3.989807692307693,4.358333333333333,0.6873227610462446,19.6121
"Springfield, IL",2017,0.7069459042422345,0.2930540957577655,0.1337283798685304,0.1775674281659762,0.1489815791026217,Upper-Middle Income,12.4,32.2,0.171563999306345,,245.121,3.989807692307693,4.358333333333333,0.6251649260907485,19.6121
"Springfield, MA",2017,0.6084152424187854,0.3915847575812146,0.2140903580138923,0.274838735875246,0.2379311438208945,Upper-Middle Income,6.9,32.0,0.165412283979153,,245.121,3.989807692307693,4.358333333333333,0.6342464433937374,19.6121
"Springfield, MO",2017,0.6347648796868697,0.3652351203131303,0.14094073996273793,0.2048680707855313,0.1939747810616817,Lower-Middle Income,9.1,28.4,0.164076026775363,,245.121,3.989807692307693,4.358333333333333,0.6264296383519227,19.6121
"Sumter, SC",2017,0.6493624337360906,0.3506375662639094,0.12016226217347542,0.1706599255621807,0.2306012755740894,Low Income,2.5,19.6,0.162334927513173,,245.121,3.989807692307693,4.358333333333333,0.6755336931085534,19.6121
"Syracuse, NY",2017,0.6680338683140347,0.3319661316859653,0.1296592890134217,0.1948320381934067,0.2061279698818426,Upper-Middle Income,10.6,31.8,0.1644964197415861,,245.121,3.989807692307693,4.358333333333333,0.6267888740570577,19.6121
"Tallahassee, FL",2017,0.5923957924377597,0.4076042075622402,0.17231363694894508,0.2327877552106627,0.2239380454850187,Lower-Middle Income,13.7,39.4,0.1367333120607669,,245.121,3.989807692307693,4.358333333333333,0.5814639825632556,19.6121
"Toledo, OH",2017,0.6150753973922093,0.3849246026077907,0.11437903588162583,0.1824632784214614,0.179446375902363,Lower-Middle Income,12.2,27.1,0.1567881683309368,,245.121,3.989807692307693,4.358333333333333,0.6241638949537821,19.6121
"Topeka, KS",2017,0.6764784862944372,0.3235215137055627,0.11508112430178977,0.158685110620741,0.1579376552975471,Lower-Middle Income,8.8,31.3,0.1795804399761525,,245.121,3.989807692307693,4.358333333333333,0.635836896573093,19.6121
"Tucson, AZ",2017,0.6386610633985341,0.3613389366014659,0.1987504345855868,0.243902479870563,0.2179902662350156,Lower-Middle Income,7.8,33.6,0.1921479825845327,,245.121,3.989807692307693,4.358333333333333,0.6153270527833805,19.6121
"Tulsa, OK",2017,0.6487938339517112,0.3512061660482887,0.14007801927377445,0.1959153617314174,0.2099551434982003,High Income,8.1,27.6,0.14971239628048,,245.121,3.989807692307693,4.358333333333333,0.6597245080406681,19.6121
"Tuscaloosa, AL",2017,0.6487079965340835,0.3512920034659165,0.14341098714110706,0.1796684714870872,0.2593812401237738,Low Income,4.7,29.4,0.1372508554187527,,245.121,3.989807692307693,4.358333333333333,0.6637467507032725,19.6121
"Tyler, TX",2017,0.6707809346374787,0.3292190653625213,0.16228769203642177,0.2186139824303317,0.2289558061514439,High Income,6.1,26.8,0.1621195554326013,,245.121,3.989807692307693,4.358333333333333,0.7085726854008176,19.6121
"Urban Honolulu, HI",2017,0.5638928428628549,0.4361071571371451,0.6422700577525754,0.4262760514156171,0.2911280909231695,High Income,9.2,34.7,0.1726475496889698,,245.121,3.989807692307693,4.358333333333333,0.7038400639744102,19.6121
"Waco, TX",2017,0.5924159901346213,0.4075840098653787,0.1423473768756207,0.238115500461024,0.2543828958080819,Lower-Middle Income,6.9,24.1,0.1451594818242298,,245.121,3.989807692307693,4.358333333333333,0.6621210564176344,19.6121
"Warner Robins, GA",2017,0.6506760879127116,0.3493239120872884,0.13787986927884036,0.157022495447435,0.2038663370345451,Low Income,9.6,27.7,0.1344012948341512,,245.121,3.989807692307693,4.358333333333333,0.7208530200485251,19.6121
"Wichita, KS",2017,0.648464246888741,0.3515357531112589,0.12345185756505565,0.1673864217044312,0.168292056066913,Upper-Middle Income,10.0,31.1,0.146230252636333,,245.121,3.989807692307693,4.358333333333333,0.6617408447047752,19.6121
"Wichita Falls, TX",2017,0.6298848915671346,0.3701151084328654,0.09580574928316601,0.166595252912323,0.1845329567130728,Lower-Middle Income,5.1,22.5,0.1523903987304106,,245.121,3.989807692307693,4.358333333333333,0.6200339190993397,19.6121
"Wilmington, NC",2017,0.6362919767422149,0.363708023257785,0.2377626307927008,0.2806169952581657,0.2344009482503097,Upper-Middle Income,10.3,38.3,0.1719693499354516,,245.121,3.989807692307693,4.358333333333333,0.5763845332338832,19.6121
"Yuba City, CA",2017,0.600295669812456,0.399704330187544,0.2649311483847853,0.2993253736720113,0.2618905653540038,Low Income,4.2,17.3,0.1331767225744045,,245.121,3.989807692307693,4.358333333333333,0.678459078954154,19.6121
"Abilene, TX",2023,0.6228257598555522,0.3771742401444478,0.18384932590559266,0.2628517827879101,0.2352409717232766,Lower-Middle Income,9.8,27.0,0.1682683771306818,41.05801575,300.456,6.80673076923077,3.633333333333333,0.6629852542882937,27.7207
"Akron, OH",2023,0.6814479213127068,0.3185520786872931,0.20361017677636073,0.2528413574856402,0.197670968575007,Upper-Middle Income,15.1,36.6,0.1962562893937267,148.70124333333334,300.456,6.80673076923077,3.633333333333333,0.592740272239791,27.7207
"Albany, GA",2023,0.5317417437698386,0.4682582562301614,0.148001754011156,0.2304632397538973,0.2047353801085345,Low Income,6.2,20.9,0.1745250302593464,27.144927833333327,300.456,6.80673076923077,3.633333333333333,0.6655973526034984,27.7207
